"Method" "power" "eta"
"ar_pop_cor" 0.2517 0.183673469387755
"ar_pop_cor" 0.3491 0.224489795918367
"ar_pop_cor" 0.4752 0.265306122448979
"ar_pop_cor" 0.5956 0.306122448979592
"ar_pop_cor" 0.7194 0.346938775510204
"ar_pop_cor" 0.808 0.387755102040816
"ar_pop_cor" 0.8835 0.428571428571428
"ar_pop_cor" 0.9333 0.469387755102041
"ar_pop_cor" 0.964 0.510204081632653
"ar_pop_cor" 0.9827 0.551020408163265
"ar_pop_cor" 0.9931 0.591836734693877
"ar_pop_cor" 0.9968 0.63265306122449
"ar_pop_cor" 0.999 0.673469387755102
"ar_pop_cor" 1 0.714285714285714
"ar_pop_cor" 1 0.755102040816326
"ar_pop_cor" 1 0.795918367346939
"ar_pop_cor" 1 0.836734693877551
"ar_pop_cor" 1 0.877551020408163
"ar_pop_cor" 1 0.918367346938775
"ar_pop_cor" 1 0.959183673469388
"ar_pop_cor" 1 1
"LR" 1 -1
"LR" 1 -0.959183673469388
"LR" 1 -0.918367346938776
"LR" 1 -0.877551020408163
"LR" 1 -0.836734693877551
"LR" 1 -0.795918367346939
"LR" 0.9999 -0.755102040816326
"LR" 0.9995 -0.714285714285714
"LR" 0.9992 -0.673469387755102
"LR" 0.9966 -0.63265306122449
"LR" 0.9913 -0.591836734693878
"LR" 0.9803 -0.551020408163265
"LR" 0.9601 -0.510204081632653
"LR" 0.9232 -0.469387755102041
"LR" 0.8655 -0.428571428571429
"LR" 0.7864 -0.387755102040816
"LR" 0.6918 -0.346938775510204
"LR" 0.5782 -0.306122448979592
"LR" 0.4609 -0.26530612244898
"LR" 0.3468 -0.224489795918367
"LR" 0.2487 -0.183673469387755
"LR" 0.1629 -0.142857142857143
"LR" 0.1061 -0.102040816326531
"LR" 0.0775 -0.0612244897959184
"LR" 0.0613 -0.0204081632653061
"LR" 0.0563 0
"LR" 0.0575 0.0204081632653061
"LR" 0.0727 0.0612244897959182
"LR" 0.108 0.102040816326531
"LR" 0.168 0.142857142857143
"LR" 0.2472 0.183673469387755
"LR" 0.3439 0.224489795918367
"LR" 0.4609 0.265306122448979
"LR" 0.5799 0.306122448979592
"LR" 0.6986 0.346938775510204
"LR" 0.7927 0.387755102040816
"LR" 0.8694 0.428571428571428
"LR" 0.9243 0.469387755102041
"LR" 0.958 0.510204081632653
"LR" 0.9765 0.551020408163265
"LR" 0.9909 0.591836734693877
"LR" 0.9965 0.63265306122449
"LR" 0.9982 0.673469387755102
"LR" 0.9997 0.714285714285714
"LR" 0.9999 0.755102040816326
"LR" 1 0.795918367346939
"LR" 1 0.836734693877551
"LR" 1 0.877551020408163
"LR" 1 0.918367346938775
"LR" 1 0.959183673469388
"LR" 1 1
"EL" 1 -1
"EL" 1 -0.959183673469388
"EL" 1 -0.918367346938776
"EL" 1 -0.877551020408163
"EL" 1 -0.836734693877551
"EL" 1 -0.795918367346939
"EL" 1 -0.755102040816326
"EL" 0.9996 -0.714285714285714
"EL" 0.999 -0.673469387755102
"EL" 0.9966 -0.63265306122449
"EL" 0.9915 -0.591836734693878
"EL" 0.9808 -0.551020408163265
"EL" 0.9601 -0.510204081632653
"EL" 0.9235 -0.469387755102041
"EL" 0.8667 -0.428571428571429
"EL" 0.7872 -0.387755102040816
"EL" 0.6948 -0.346938775510204
"EL" 0.5833 -0.306122448979592
"EL" 0.4656 -0.26530612244898
"EL" 0.3517 -0.224489795918367
"EL" 0.2539 -0.183673469387755
"EL" 0.1688 -0.142857142857143
"EL" 0.1111 -0.102040816326531
"EL" 0.0801 -0.0612244897959184
"EL" 0.0655 -0.0204081632653061
"EL" 0.059 0
"EL" 0.0591 0.0204081632653061
"EL" 0.0771 0.0612244897959182
"EL" 0.1107 0.102040816326531
"EL" 0.1738 0.142857142857143
"EL" 0.2509 0.183673469387755
"EL" 0.351 0.224489795918367
"EL" 0.4669 0.265306122448979
"EL" 0.5868 0.306122448979592
"EL" 0.7027 0.346938775510204
"EL" 0.7957 0.387755102040816
"EL" 0.8705 0.428571428571428
"EL" 0.9268 0.469387755102041
"EL" 0.9595 0.510204081632653
"EL" 0.9761 0.551020408163265
"EL" 0.9913 0.591836734693877
"EL" 0.9965 0.63265306122449
"EL" 0.9983 0.673469387755102
"EL" 0.9997 0.714285714285714
"EL" 0.9999 0.755102040816326
"EL" 1 0.795918367346939
"EL" 0.9999 0.836734693877551
"EL" 1 0.877551020408163
"EL" 1 0.918367346938775
"EL" 1 0.959183673469388
"EL" 1 1
