"Method" "power" "eta"
"EL" 1 -0.755102040816326
"EL" 1 -0.714285714285714
"EL" 1 -0.673469387755102
"EL" 1 -0.63265306122449
"EL" 1 -0.591836734693878
"EL" 1 -0.551020408163265
"EL" 1 -0.510204081632653
"EL" 1 -0.469387755102041
"EL" 1 -0.428571428571429
"EL" 1 -0.387755102040816
"EL" 1 -0.346938775510204
"EL" 0.9996 -0.306122448979592
"EL" 0.9981 -0.26530612244898
"EL" 0.983 -0.224489795918367
"EL" 0.9116 -0.183673469387755
"EL" 0.7193 -0.142857142857143
"EL" 0.4226 -0.102040816326531
"EL" 0.175 -0.0612244897959184
"EL" 0.0628 -0.0204081632653061
"EL" 0.0519 0
"EL" 0.0612 0.0204081632653061
"EL" 0.171 0.0612244897959182
"EL" 0.4253 0.102040816326531
"EL" 0.7163 0.142857142857143
"EL" 0.9168 0.183673469387755
"EL" 0.9818 0.224489795918367
"EL" 0.9984 0.265306122448979
"EL" 0.9999 0.306122448979592
"EL" 1 0.346938775510204
"EL" 1 0.387755102040816
"EL" 1 0.428571428571428
"EL" 1 0.469387755102041
"EL" 1 0.510204081632653
"EL" 1 0.551020408163265
"EL" 1 0.591836734693877
"EL" 1 0.63265306122449
"EL" 1 0.673469387755102
"EL" 1 0.714285714285714
"EL" 1 0.755102040816326
"EL" 1 0.795918367346939
"EL" 1 0.836734693877551
"EL" 1 0.877551020408163
"EL" 1 0.918367346938775
"EL" 1 0.959183673469388
"EL" 1 1
